Year,Month,UniqueID,Discipline,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,DisciplineOther,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,StatusOther,OS,CurrentProgramming,CurrentDatabases,CurrentVersionControl,CurrentShell,CurrentSatisfaction,WhyAttending,Column27,Column28,Column29,WhyAttendingOther,Exposure,Column31,Column32,Column33,Column34,Column35,ExposureOther,ProgrammingLanguageCovered,RawData,WriteScript,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,HopeToLearn,Country,Gender,GenderOther,Race,Column43,Column44,Column45,Column46,Column47,Column48,RaceOther
2017,12,1dehay,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,Several times per year,Never,Never,Never,Satisfied,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,"I don't have anything specific; however, I want to enhance my quantitative skills",United States of America,Male,,,,,,,White,,
2017,12,2paful,,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,Twitter or other social media,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,,United States of America,Female,,,,,,,White,,
2017,12,3grful,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Apple/Mac OS,Several times per year,Never,Never,Less than once per year,Not applicable,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,"Enough to keep learning. I don't expect to learn enough to become competent, but I almost don't know where to start or what I need to learn, so I'd like to leave with a plan and some basic skills",United States of America,Male,,,,,,,White,,
2017,12,1nodev,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Never,Never,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Neutral,Disagree,Agree,,United States of America,Male,,,,,,,White,,
2017,12,0semap,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,,United States of America,Female,,,,,,,White,,
2017,12,1chtro,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Less than once per year,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Strongly agree,,United States of America,Female,,,,,,,White,,
2017,12,7uhnjk,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,Government Employee,,,,,UNIX/Linux,Never,Never,Never,Never,Very unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,test,Afghanistan,,,,,,,,,,
2017,12,2gacam,,Bioinformatics/Genomics,,,,Earth Sciences,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Less than once per year,Less than once per year,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,How to utilize databases and programming languages to make my analysis of my data stronger,United States of America,Male,,,,,,,White,,
2017,12,0dearc,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,,,,,test,Received an email about the workshop,,,,,,,R,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,test ,United States of America,Female,,,,,,,,I prefer not to say.,
2017,12,,,,,,,,,,,,,,Social Sciences,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,I hope to gain basic data skills (I have no experience other than SPSS...),United States of America,Female,,,,,,,White,,
2017,12,1grchi,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,Life Sciences,,Physical Sciences,,,,,,,,,Research Staff,,,,Windows,Monthly,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Learning the basics of SQL and how to manage data using it.,United States of America,Male,,,,,,,White,,
2017,12,3grder,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,,,,,Research Staff,,,,Windows,Less than once per year,Several times per year,Never,Less than once per year,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,"To learn new skills in data management, productivity, and analysis.",United States of America,Male,,,,,,,White,,
2017,12,2grold,,,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Windows,Never,Never,Never,Never,Very unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,greater familiarity with R.  I have no interest in the other program and may opt out of that part of the workshop.,United States of America,Male,,,,,,,White,,
2017,12,1lahul,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,Faculty,,,Research Staff,,,,Windows,Monthly,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,"I hope to learn better ways to manage and analyze the data we collect for different projects. My current database devlopment, management, and data organization and analysis skill are not where I would like them to be and it leads to frustration. ",United States of America,Female,,,,,,,White,,
2017,12,2grmil,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,"Data management, time series data work in R ",United States of America,Female,,,,,,,White,,
2017,12,2stfah,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,Mathematics or Statistics,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,"To learn the programming language R and to learn how to better collect, organize, and store information ",United States of America,Female,,,,,,,White,,
2017,12,1chmai,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,,United States of America,Female,,,Asian,,,,White,,
2017,12,2sabyr,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Not sure,Several times per year,Never,Never,Several times per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Neutral,data management and representation,United States of America,Female,,,Asian,,,,White,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,2magan,,,,,,,,Humanities,Library Sciences,,,,,,,,,,,,,,,"Librarian, liaison to History Department",Windows,Never,Less than once per year,Never,Never,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,"As library liaison to the UW History Dept, I would like to learn new skills/ideas of ways to support the research of history faculty. I imagine that digital humanities and data-driven research endeavors will continue to grown.",United States of America,Female,,,,,,,White,,
2017,12,3grder,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,,,,,Research Staff,,,,Windows,Less than once per year,Several times per year,Never,Less than once per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,To learn new skills and tools to analyze different types of data,United States of America,Male,,,,,,,White,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,0kador,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Neutral,Disagree,Disagree,Neutral,,Canada,,,,,,,,,,
2017,12,1wijac,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,Industry Employee,,,,,,Apple/Mac OS,Daily,Weekly,Never,Less than once per year,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,Twitter or other social media,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,"How to make macros, how to analyze data more quickly/efficiently/optimally",Canada,,,,,,,,,,
2017,12,3braur,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,Weekly,Monthly,Several times per year,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Neutral,Agree,,Canada,,,,,,,,,,
2017,12,1hymun,,,,,,,Engineering,,,Life Sciences,,,,Biomaterials,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neutral,,Germany,,,,,,,,,,
2017,12,1febos,,,,,,,,Humanities,,,,,,,,,,,,,,,,supporting staff member at university,Windows,Less than once per year,Less than once per year,Monthly,Monthly,Not sure,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Neutral,Neutral,Agree,Agree,Agree,Agree,Get a better understanding about data cleaning and manipulation,United Kingdom,,,,,,,,,,
2017,12,1aygre,,,,,Computer Science,,,,,,,,,,,,,Faculty,,,,,,,UNIX/Linux,Daily,Monthly,Daily,Daily,Satisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,United Kingdom,,,,,,,,,,
2017,12,1lehig,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Monthly,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,"Improve python skills, build on a toolkit for interrogating large databases.",United Kingdom,,,,,,,,,,
2017,12,0lonor,,,,,Computer Science,,,,,,,,,,,,,,Industry Employee,,,,,,Windows,Weekly,Daily,Daily,Never,Very satisfied,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,Python,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Deeper understanding of Python analytical techniques,United Kingdom,,,,,,,,,,
2017,12,1trlon,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,Disagree,Agree,,Disagree,Agree,,Canada,,,,,,,,,,
2017,12,1irhei,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,Research Staff,,,,Windows,Less than once per year,Several times per year,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Strongly agree,Agree,Agree,Disagree,Neutral,Agree,Get a good feel for how to use programs that work with data in general as well as large data sets.,United States of America,Female,,,,,,,White,,
2017,12,0basan,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Less than once per year,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,- how to analyze RNAsequencing and CRISPR screen data using R,Canada,,,,,,,,,,
2017,12,3neste,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,I hope to learn how to best organize my data and extract meaningful information in various ways,Canada,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,4whaub,,,,,Computer Science,Earth Sciences,Engineering,,Library Sciences,Life Sciences,,,,,,,,,,,Research Staff,Management/Administrator,,,Windows,Several times per year,Weekly,Less than once per year,Less than once per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,"Expand my knowledge of SQL, become proficient in R become better at analyzing my data. ",United States of America,Female,,,,,,,White,,
2017,12,2shbro,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Several times per year,Weekly,Never,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,Python,Agree,Neutral,Agree,Agree,Disagree,Agree,,United Kingdom,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,1mekol,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Disagree,Neutral,Agree,Disagree,Agree,How to apply R in my current and future projects,Germany,,,,,,,,,,
2017,12,3nopfi,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Monthly,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,
2017,12,1gupau,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,be able to analyze RNAseq data,Germany,,,,,,,,,,
2017,12,1jagre,,,,,,,,,,,,,,Professional support services,,,,,,Government Employee,,,,,Windows,Daily,Daily,Daily,Monthly,Neutral,,,,,Planning to be an Carpentry instructor,Received an email about the workshop,,,,,,,Python,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Python,United Kingdom,,,,,,,,,,
2017,12,0rioak,,,,,Computer Science,,,,,,,,,,,,,,,,Research Staff,Management/Administrator,,,UNIX/Linux,Daily,Several times per year,Monthly,Daily,Not sure,,,,,to assess the pilot and help improve it,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Open Refine,United Kingdom,,,,,,,,,,
2017,12,7axsum,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,Postdoctoral Researcher,,,Government Employee,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,"I hope that I will get skill on how I would work my research in a more organized ,smooth & as well easily ",Ethiopia,,,,,,,,,,
2017,12,2ninew,,,,,,,,,,,,,Social Sciences,,,,,Faculty,,,Research Staff,,,,Windows,Less than once per year,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,,United Kingdom,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,3chmil,,,Biomedical/Health Sciences,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Windows,Never,Daily,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,to confirm any aspects that I am doing right,Received an email about the workshop,,,,,,,R,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,"I want to learn good techniques for cleaning data, organizing it, any tips on analysis beyond the MS Access and Excel approach I am using now - and how to keep it all organized!",Canada,,,,,,,,,,
2017,12,1ancar,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Less than once per year,Less than once per year,Never,Never,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Strongly agree,Agree,Agree,Disagree,,United States of America,Male,,,,,,,White,,
2017,12,1pihan,,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,Several times per year,Never,Never,Several times per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Neither,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,,Netherlands,,,,,,,,,,
2017,12,2asder,,,,,Computer Science,,,,,,,,,,,,,,,,,Management/Administrator,,,Windows,Never,Weekly,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,New data management skills,United Kingdom,,,,,,,,,,
2017,12,2wiwes,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,Academic Staff,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,,"I know how to ask for help when I encounter technical issues; I would, however, like to learn how to approach some of these hurdles myself.",United States of America,Female,,,,,,,White,,
2017,12,3wagil,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Several times per year,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly agree,,United States of America,Male,,,,,,,White,,
2017,12,2haben,Agricultural or Environmental Sciences,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Neutral,Agree,Agree,"I have a background in behavioural ecology, but not in genomics. In my PhD I use the MinION as a tool for great ape conservation, so I hope 1) to learn skills how to organise/manage the big data that I will get from my experiments and 2) to increase my knowledge on what to do with NGS data/how to analyse it.",Netherlands,,,,,,,,,,
2017,12,0zibor,,,,,,,,,,,,,,plant genetic sciences,,,,,,,,,,PhD student,Windows,Less than once per year,Monthly,Less than once per year,Less than once per year,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Neither,Agree,Disagree,Agree,Neutral,Agree,Agree,how to deal with the RNAseq. data,Netherlands,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,1vemab,,,,,,,,,,,,,,Marketing,,,,,Industry Employee,,,,,,Windows,Less than once per year,Daily,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,See how we can use Python in my company,United Kingdom,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,6SYELM,,,,,Computer Science,,,,,,,,,,,,,,Industry Employee,,,,,,Apple/Mac OS,Daily,Daily,Several times per year,Several times per year,Very satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Understanding how to correctly set up my station for Python Programming,United Kingdom,,,,,,,,,,
2017,12,,,,,,,,,,,,,Physical Sciences,,,,Graduate Student,,,,,,,,,,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I hope I will get new and simple methods to do my work,Ethiopia,,,,,,,,,,
2017,12,0lyams,,Bioinformatics/Genomics,,,Computer Science,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,Improve my computational skills and confirm it,Netherlands,,,,,,,,,,
2017,12,,Agricultural or Environmental Sciences,,,,,,,,,,,,,Enaergy and climate science,,Graduate Student,,,,,,,,,UNIX/Linux,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,
2017,12,2auwoo,,Bioinformatics/Genomics,,,Computer Science,,,,,Life Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Never,Never,Several times per year,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Better refine my basic skills in programming,United States of America,Male,,,,,,,White,,
2017,12,2wagor,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Daily,Several times per year,Weekly,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,I am most interested in data analysis and data visualization in R.,Received an email about the workshop,,,,,,R Study group advertisement by Brian Yandell,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Visualization in R to enhance analysis of data.,United States of America,Male,,,,,,,White,,
2017,12,1sakin,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Better data management skills,Canada,,,,,,,,,,
2017,12,1sashe,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Less than once per year,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Agree,Disagree,Agree,Agree,Neutral,Agree,Help with organizing big datasets.,United States of America,Female,,,,,Hispanic or Latino(a),,White,,
2017,12,2hacer,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Less than once per year,Monthly,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Learning how programming languages work,United States of America,Male,,,,,,,White,,
2017,12,3incha,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Agree,Disagree,Agree,Setting up a data management system for my experimental output.,United States of America,Male,,,,,,,White,,
2017,12,0GRTHI,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Disagree,Agree,I want to learn skills in organizing my data and programming in R that will make my analyses quicker and easier to conduct.,United States of America,Female,,,,,,,White,,
2017,12,1dcgre,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,,non-profit environmental organization,Windows,Never,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,data organization; merging and cleaning data migrated from various sources; delineating workflow; i currently am learning how best to use Tableau for water quality analyses,United States of America,Female,,,,,,,White,,
