End Date,NewDate,When are you taking this survey?,Will this be your first time attending a Data Carpentry workshop (as a learner)?,Which of the following describes your current status?,Column2,Are you age 18 or above?,"Your department or division (e.g. Microbiology and Molecular Genetics, Environmental Engineering, Sociology, etc):",Your research discipline,Column3,"In three sentences or less, please describe your current field of work or research question.",What operating system is on the computer you are bringing to the workshop?,"Will you be attending the workshop with colleagues, friends, or classmates?","How often to you currently use programming languages (R, Python, etc.) or databases (Access, SQL, etc.)?",What tools do you frequently use to manage and/or analyze data? Check all that apply.,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Do you currently have a dataset that you would like to analyze?,Please enter your level of satisfaction with your current:,Column14,Please rate your level of agreement with the following statements:,Column15,Column16,Column17,Please share what you most hope to learn from attending this workshop.,Does this workshop take place in the United States?,Your age,Your gender,Column18,Race/Ethnicity,Column19
5/28/17 20:34,2017-05,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/17 19:04,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/17 14:31,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,"Medicine, Dentistry and Biomedical Sciences",Other (please specify),"Medicine and Physics, Radiobiology","I am actually working on my PhD thesis on the radiobiological effects of ultra high dose rates particle beams accelerated by lasers. Purpose of this research is understando how to perform particle therapy with more powerful radiation beams and cheaper facilities, accelerating particles with lasers instead of conventional accelerators.",Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,"GraphPad, Origin",I am working on generating data.,Satisfied,Neutral,Strongly agree,Neutral,Agree,Neutral,,No,,,,,
5/26/17 11:47,2017-05,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,Biology,Medicine,,I am most interested in pursuing a career in either personalized medicine or virology. I am currently involved in an internship with the University of Rhode Island involving RNA-seq of Dengue Virus Immune response products. ,Apple OS,No,Monthly,,Excel or other spreadsheet program,,,,Python,,,the command line (shell),,,I am working on generating data.,Not applicable,Not applicable,Strongly agree,Agree,Strongly agree,Agree,Obtain a greater familiarity with R to add to my existing knowledge of python. ,Yes,18-24,Prefer not to say,,White / Caucasian,
5/25/17 17:45,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Mathematics and Physics,Space sciences,,"I am characterising the atmospheric constituents of exoplanets via the Doppler shift of their spectrum. Using a cross-correlation technique I hope to identify TiO in the atmosphere of the hot Jupiter WASP-121b, which would confirm atmospheric theory regarding temperature inversions which are thought to be present in these huge, irradiated planets.",Apple OS,Yes,Daily,,,,,,Python,,,the command line (shell),,,"Yes, I have data but I haven't started analyzing it yet.",Satisfied,Satisfied,Strongly agree,Agree,Agree,Agree,Different methods of analysing and organising data,No,,,,,
6/6/17 12:23,2017-06,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Environmental science,"Earth sciences (geology, oceanography, meterorology)",,What is the effect of coated seed on the vegetation of mine tailing storage facilities?,Windows,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Strongly agree,Agree,Neutral,Agree,How to analyze my data,No,,,,,
5/24/17 13:55,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/17 11:19,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Theoretical Physics,Physics,,,Windows,Yes,Weekly,,,,,,Python,,,the command line (shell),,,I am working on generating data.,Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Agree,,No,,,,,
5/24/17 6:46,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Maths and Physics,Physics,,Using computational chemistry methods to explore the mechanism of radiation damage in a particular mineral that is relevant to legacy nuclear waste.,Linux,Yes,Weekly,,Excel or other spreadsheet program,,,,Python,MATLAB,,the command line (shell),,,I am working on generating data.,Unsatisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strategies for using SQL to organise data,No,,,,,
5/24/17 6:14,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/17 1:19,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/17 1:03,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Environmental Engineering,"Life science (biology, genetics)",,biodegradation of organic/nitrogen matters using bioreactor and associated microorganisms.   next generation sequencing  ,Windows,Not sure,Monthly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,improve my programming capacity,No,,,,,
5/24/17 0:31,2017-05,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Business,Other (please specify),Marketing,,Windows,No,Monthly,,,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,,,,,,No,,,,,
5/23/17 18:47,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 16:58,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 15:29,2017-05,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,evolution and ecology,"Life science (ecology, zoology, botany)",,adfadf,Apple OS,No,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 13:25,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Biological Oceanography,"Earth sciences (geology, oceanography, meterorology)",,"Using metatranscriptomic analysis, we examine how co-occurring algal species can share their environment and how they respond to their limited environmental condition in the Ross Sea Polynya. ",Not sure,No,I have never programmed,,,,,,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Neutral,Agree,Strongly agree,Strongly agree,Neutral,"I am a very beginner of R, but I would love to learn the basic things about R and eventually using the edge R package to analyze my dataset in terms of differential gene expression. ",Yes,18-24,Female,,Asian / Pacific Islander,
5/23/17 13:08,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 13:01,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 11:39,2017-05,I am taking this survey before coming to the workshop,Yes,Other (please specify),Librarian,Yes,Library Science,Other (please specify),Information Systems & Analytics Liaison ,I am an information specialist who is a library liaison for the Information Systems & Analytics Department at Bryant University,Windows,No,Monthly,,Excel or other spreadsheet program,,,,,,,,,SAS,I do not have data yet.,Not sure,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I hope to learn more about Data Organization and Management, learning more about the tools that I use.",Yes,25-34,Female,,White / Caucasian,
5/23/17 11:35,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/17 10:23,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Atomistic Simulation (Physics),Physics,,Simulation of irradiation of materials for nuclear storage,Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,,Python,,,the command line (shell),,,I am working on generating data.,Neutral,Satisfied,Agree,Agree,Neutral,Neutral,Data analysis strategies,No,,,,,
5/23/17 4:46,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Statistics,Statistics,,advanced computing for statistical data analysis,Windows,Not sure,Daily,,,,,R,Python,MATLAB,,the command line (shell),,,"Yes, I have data but I haven't started analyzing it yet.",Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Agree,,No,,,,,
5/22/17 16:01,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Theoretical Atomic Physics,Physics,,,Linux,Yes,Daily,,,,,,Python,MATLAB,,the command line (shell),,,I am working on generating data.,Unsatisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,,No,,,,,
5/22/17 11:59,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Maths & Physics,Physics,,,Linux,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/17 11:50,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Mathematics and Physics,Chemistry,,The investigation of gas dynamics inside liquids which are made of or contain molecules constructed with an inbuilt permanent porosity,Apple OS,Yes,Daily,,,,,,,,,the command line (shell),,"FORTRAN, C, C++",I am working on generating data.,Satisfied,Neutral,Strongly agree,Agree,Neutral,Neutral,,No,,,,,
5/22/17 11:53,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Astrophysics Research Centre,Physics,,"I am looking at n-body simulations of gravitational collapse of a pebble cloud, in order to form trans-Neptunian binary systems",Apple OS,Yes,Daily,,Excel or other spreadsheet program,,,,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Agree,Agree,Agree,Disagree,"I hope to improve my general organisation and data analysis, in terms of manipulating large data files and presenting data effectively",No,,,,,
5/22/17 11:48,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Mathematics and Physics,Physics,,Investigating the behaviour and progenitor channels of unusual supernovae,Apple OS,Yes,Daily,,Excel or other spreadsheet program,,,,Python,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,Methods to increase my own analysis efficiency,No,,,,,
5/22/17 11:58,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Theoretical Atomic Physics,Physics,,High harmonic generation in two colour laser fields as a means to study electron dynamics. ,Windows,Yes,Daily,,,,,,,MATLAB,,the command line (shell),,,I do not have data yet.,Unsatisfied,Neutral,Agree,Agree,Agree,Agree,Improve the efficiency of my data analysis.,No,,,,,
5/22/17 11:33,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/17 9:49,2017-05,I am taking this survey before coming to the workshop,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
5/18/17 8:03,2017-05,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,Biology,"Life science (biology, genetics)",,,Windows,Yes,Several times a year,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,,,,,,,,,I am working on generating data.,Neutral,Satisfied,Agree,Strongly agree,Agree,Neutral,"I want to become more familiar with R specifically, and learn new ways to use it to answer questions I may be researching in the future",Yes,18-24,Male,,White / Caucasian,
5/18/17 3:49,2017-05,I am taking this survey before coming to the workshop,Yes,Other (please specify),Unemployed,Yes,cs,Computer science and electrical engineering,,,Apple OS,No,Several times a year,,,,,R,Python,,,,,,I do not have data yet.,Not applicable,Not applicable,Agree,Agree,Neutral,Agree,,Yes,35-44,Female,,Asian / Pacific Islander,
5/17/17 20:19,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Biology,"Life science (biology, genetics)",,"Understanding microbial communities in biotechnology designed to ameliorate the harmful effects of eutrophication. How are the communities affected by the biotechnology, does the biotechnology affect greenhouse gas production, and does mercury in the groundwater that the biotech is designed to treat affect the microbes and their function?",Apple OS,Not sure,Weekly,,Excel or other spreadsheet program,,,R,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Satisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,I want to make my code more elegant and learn useful tricks for exploratory data analysis and data organization than is more widely applicable than what I do now.,Yes,25-34,Female,,White / Caucasian,
5/17/17 20:13,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Environmental Science,Other (please specify),Remote Sensing,"Climate change is driving an invasive insect, the hemlock wolly adelgid (HWA), northward into New England and Southern canada. HWA kills almost all the evergreen hemlock trees in the forests that it infests, allowing for deciduous species to take their place. I am using terrestrial and airborne lidar data to monitor the infestation and characterize the restructuring of New England forests that this invasive brings about. ",Windows,Not sure,Weekly,,,,,,Python,MATLAB,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I aim to get familiar with R and to understand the differences it has to Python and Matlab. ,Yes,25-34,Male,,White / Caucasian,
5/17/17 19:07,2017-05,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,School for the Environment,"Life science (biology, genetics)",,I work to improve global food security by developing solutions that increase the sustainability of sources and supplies of necessary nutrients.,Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Satisfied,Strongly agree,Agree,Strongly agree,Neutral,integrating SQL and R into coherent work flows. How to break out of the Excel limitations.,Yes,45-54,Male,,White / Caucasian,
5/17/17 18:24,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/17 15:28,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Marine and Environmental Sciences,,,"My current research uses a combination of social sciences and ecology to investigate what drives coastal residents to make decisions regarding their coastal environment. Furthermore, I aim to better understand how those decisions impact the coastal ecosystem. My current research is focused  on better understanding how hardened structures or artificial shorelines impact the environment, and how homeowners make decisions regarding management of their shorelines. ",Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I hope to become more comfortable with the tools included, and gain better perspective as to how I can use them in the future as I collect data. ",Yes,18-24,Female,,White / Caucasian,
5/17/17 14:55,2017-05,I am taking this survey before coming to the workshop,Yes,Other (please specify),Government employee,Yes,Fisheries Statistics,Statistics,,"I work with fisheries dependent data acquisition, management, and analysis. ",Windows,No,Daily,,Excel or other spreadsheet program,,SQL,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Neutral,Agree,Agree,Agree,Neutral,I�۪m always looking for new and innovative ways to organize and analyze our data output more efficiently.,Yes,25-34,Female,,White / Caucasian,
5/17/17 13:11,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,"Ecology, Evolution, and Marine Biology","Life science (biology, genetics)",,,Linux,Yes,Daily,,Excel or other spreadsheet program,,,R,Python,,,the command line (shell),,,I do not have data yet.,Unsatisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,25-34,Male,,White / Caucasian,
5/17/17 11:35,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Cell and Molecular biology,"Life science (biology, genetics)",,Transcriptomic response of oyster larvae to bacterial probiotics and pathogen.,Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,SQL,R,Python,,,the command line (shell),,,I am working on generating data.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Getting comfortable using the commands and lingo of the software especially SQL. Practice what I know and know new ways to do the same thing more effectively!,Yes,25-34,Prefer not to say,,Prefer not to say,
5/17/17 10:17,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Microbial Ecology ,"Life science (ecology, zoology, botany)",,,Apple OS,Yes,Weekly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Very unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,18-24,Female,,Hispanic or Latino,
5/17/17 9:57,2017-05,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,Biology,Public health,,"I am looking at cardiovascular risk factors, and trying to advocate for screenings that have the ability to catch cardiovascular disease early in its progression, with the end result of eliminating disparities in cardiovascular deaths. I also work with my mentor on her project examining debt and debt-related stress, and how that impacts physical well-being. ",Apple OS,No,Less than once a year,,Excel or other spreadsheet program,,SQL,,,,,,,,I do not have data yet.,Satisfied,Satisfied,Strongly agree,Agree,Agree,Neutral,,Yes,18-24,Male,,Asian / Pacific Islander,
5/17/17 5:38,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Physics,Physics,,Plasma physics and imaging diagnostics,Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,,,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Neutral,Strongly agree,Strongly agree,Agree,Neutral,,No,,,,,
5/17/17 0:25,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,"Obstetrics, Gynecology, and Reproductive Sciences",Medicine,,I study healthy women in order to determine prepregnancy predictors of preeclampsia and how the body's cardiovascular system adapts to pregnancy.,Apple OS,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,RedCap,"Yes, and I've already done a fair bit of analysis.",Satisfied,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,"I want to learn how to use more statistical and data management programs, and to gain knowledge regarding programing and merging large data sets.",Yes,35-44,Female,,White / Caucasian,
5/16/17 16:50,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Ecology,"Life science (ecology, zoology, botany)",,,Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Unsatisfied,Agree,Agree,Strongly agree,Neutral,,Yes,35-44,Prefer not to say,,Prefer not to say,
5/16/17 15:57,2017-05,I am taking this survey before coming to the workshop,Yes,Other (please specify),Post-grad (Master's),Yes,,Other (please specify),Social science,I primarily examine the employment outcomes of participants in various educational and workforce-training programs.,Windows,No,Monthly,,Excel or other spreadsheet program,,SQL,,,,,,,SPSS,I do not have data yet.,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Gain introductory understanding of R and SQL. Learn more about where to direct my focus to learn more of what's useful to me about each.,Yes,35-44,Male,,White / Caucasian,
5/16/17 15:38,2017-05,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/17 13:51,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Marine and Environmental Science,Other (please specify),Microbial Ecology,I am currently using high throughput sequencing to examine the microbial communities in MA salt marshes. I am interested in assessing how the act of restoring a salt marsh alters the microbial community structure and potential function,Apple OS,Yes,Monthly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Satisfied,Agree,Strongly agree,Strongly agree,Agree,I would like to find a way to keep my data and files organized and have a good idea of how to set up my data as I receive it to best analyze it down the road,Yes,25-34,Prefer not to say,,White / Caucasian,
5/16/17 12:28,2017-05,I am taking this survey before coming to the workshop,Yes,Other (please specify),Lab Technician,Yes,Marine and Environmental Sciences,"Life science (biology, genetics)",,I am a rocky intertidal community ecologist. I am currently working on a project that analyzes the biogeography and community dynamics along the Gulf of Maine. ,Apple OS,Yes,Monthly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Agree,I hope to learn more about coding and graphing so I can better analyze and visualize my data. ,Yes,18-24,Female,,White / Caucasian,
5/16/17 11:06,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Department of Curriculum and Instruction,Other (please specify),Education,I am interested in early education programs and teachers' practices.,Windows,No,Weekly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would love to learn how to organize data appropriately. I often find it that organizing data in a way for R to understand and analyze is the hardest part. So I return to excel. But then the likelihood of making unintended errors tend to increase. ,Yes,25-34,Female,,Asian / Pacific Islander,
5/15/17 21:30,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Marine and Environmental Science,"Life science (ecology, zoology, botany)",,"I am currently a first year PhD student interested in understanding and tracking basin-wide changes following significant inputs from ecosystem restoration.    I am currently using modeling and meta-analysis to examine the role of restored reef characteristics e.g. size, density) in oyster habitat use by fish and invertebrates, and enhancements to their recruitment, growth, and survival.    I previously worked in the federal government on the Deepwater Horizon Natural Resources Damage Assessment, designing monitoring and adaptive management practices, and am interested in applying my science to large datasets derived from this effort.",Apple OS,Yes,Daily,,Excel or other spreadsheet program,,,R,,,,,,,I do not have data yet.,Unsatisfied,Satisfied,Agree,Strongly agree,Agree,Neutral,"I most hope to gain skills and confidence using large datasets, and learning ways to gather information form those datasets efficiently.",Yes,25-34,Female,,White / Caucasian,
5/15/17 18:18,2017-05,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,Biology,"Earth sciences (geology, oceanography, meterorology)",,"My current overarching interest lies in biogeochemistry, oceanography, molecular ecology and evolution.",Apple OS,Yes,Monthly,,Excel or other spreadsheet program,,,R,,,,,,,I am working on generating data.,Neutral,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I hope to become more confident in my programming skills. I look forward to learning more about what tools are out there to help with data management and analysis.,Yes,18-24,Female,,Other (please specify),African American/Caucasian
5/15/17 17:04,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Molecular Genetics,"Life science (biology, genetics)",,I am currently using full genome scale data to understand fine-scale population genetic structure of Atlantic cod ecotypes. ,Apple OS,Yes,Daily,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,,R,Python,,,,,,I am working on generating data.,Not sure,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,How to manage my data efficiently. ,Yes,25-34,Female,,White / Caucasian,
5/15/17 15:34,2017-05,I am taking this survey before coming to the workshop,No,Graduate Student,,Yes,"Fisheries, Animal, and Veterinary Science","Life science (biology, genetics)",,"Understanding the genetic basis of disease resistance in the eastern oyster, Crassostrea virginica. ",Apple OS,Yes,Weekly,,,,,R,Python,,,the command line (shell),,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I use some of these techniques now, but I believe review and refining my understanding are key to success. ",Yes,18-24,Female,,White / Caucasian,
5/15/17 12:42,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Microbial Ecology,"Life science (biology, genetics)",,"I study the role microbial communities play in biogeochemical cycing of nitrogen and carbon.  Specifically, I am interested in microbial pathways associated with nitrate reduction and the controls on these pathways in coastal salt marshes. ",Apple OS,Yes,Monthly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Unsatisfied,Strongly agree,Agree,Neutral,Agree,"I hope to learn how best to organize my data, in efforts to avoid making mistakes or losing track of my data analyses (coming back a few weeks or months later and know where I left off and what I've already done).",Yes,25-34,Female,,White / Caucasian,
5/15/17 12:21,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Marine and Environmental Science,"Life science (ecology, zoology, botany)",,I am using network science to study the impact of global change on coral reefs. I study coral reef networks from the level of resource sharing in individual colonies to disease spread.,Apple OS,Yes,Weekly,,Excel or other spreadsheet program,,,R,Python,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,better data organizational skills,Yes,25-34,Female,,White / Caucasian,
5/15/17 11:17,2017-05,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17 11:16,2017-05,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17 10:44,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Oceanography,"Earth sciences (geology, oceanography, meterorology)",,Identifying molecular and biochemical markers to assess  predator-prey interactions between protistan predators and phytoplankton and bacterial prey.,Windows,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,"Sigmaplot, Ocean Data View",I am working on generating data.,Unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Agree,Neutral,Analysis of large datasets in an efficient manner.,Yes,25-34,Male,,Asian / Pacific Islander,
5/15/17 10:07,2017-05,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Marine and Environmental Sciences,"Life science (ecology, zoology, botany)",,Transgenerational effects of environmental stress,Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,,,,,,,,JMP,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Neutral,Agree,Neutral,More about R,Yes,25-34,Female,,White / Caucasian,
5/15/17 9:58,2017-05,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17 6:04,2017-05,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/17 2:27,2017-05,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Ecology and Resource Management ,Other (please specify),Environmental Sciences,Adsorption of arsenic from aqueous solutions ,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,,,,,,Yes,25-34,Male,,Black or African American,
5/15/17 2:17,2017-05,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Hydrology & Water Resources,"Earth sciences (geology, oceanography, meterorology)",,cyanobacteria and cyanotoxins their impacts on inland freshwater aquaculture,Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,acquire skills in running R,No,,,,,
5/15/17 1:54,2017-05,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Ecology and Resource Management,Space sciences,,remote sensing cyanobacteria,Windows,Yes,Daily,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,finally able to use R software,No,,,,,
5/14/17 21:19,2017-05,I am taking this survey before coming to the workshop,No,Graduate Student,,Yes,Mathematics and Applied Mathematics,Other (please specify),Mathematical Modelling,"I am focusing on mathematically developing a multiscale of HIV/AIDS transmission dynamics with aim to study its properties, simulate its behaviour and estimate its parameters for data correction.",Windows,Not sure,Daily,,Excel or other spreadsheet program,,,R,Python,MATLAB,Open Refine,,,SPSS,"Yes, and I've already done a fair bit of analysis.",Very satisfied,Very satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I want to learn SQL language and also to reaffirm my experience with R and other programming languages,No,,,,,
5/14/17 20:31,2017-05,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Marine and Environmental Sciences,"Life science (ecology, zoology, botany)",,How anthropogenic modifications to the environment affect community ecosystem functioning,Windows,Yes,Daily,,Excel or other spreadsheet program,,,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Unsatisfied,Strongly agree,Neutral,Neutral,Neutral,,Yes,25-34,Female,,White / Caucasian,
5/14/17 16:47,2017-05,I am taking this survey before coming to the workshop,No,Graduate Student,,No,botany,"Life science (ecology, zoology, botany)",,conservation of endangered medicinal plants,Not sure,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",,,,,,,,No,,,,,
