Year,Month,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,ImmediatelyApply,Comfortable,WorkWithData,ProgrammingEfficient,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
2017,11,Ecology,3ramer,R,Strongly agree,Agree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,well structured and extremely informative.,it could be generated over a longer period to cover more content.,No,,Agree,Agree,Agree,Agree,"all instructors were enthusiastic and well informed on what was being presented, which made the learning process fun and easy to participate in. ",79,South Africa
2017,11,Ecology,4paric,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,"I enjoyed the open Refine section of the workshop. it will help immensely in my environment. With regards to the R section, I find it extremely useful and have thought of a number of ideas of where I can implement it.",The facilitator of the R section was slightly to teacher-like  and strict and it almost felt rigid. I would suggest a more relaxed way of presenting or perhaps allocate more time for R to be taught.,No,,Agree,Strongly agree,,Strongly agree,The OpenRefine section provided a streamlined way of doing data cleanup and sorting. I found the relaxed demeanour of the instructor more conducive to learning and I did not feel lost or confused at any point.,75,South Africa
2017,11,Ecology,1CLSTE,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,It make openrefine and R accessible,"it is already well built, difficult to add more from a learner perspective",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The availability of several instructors make help quick and efficient so that I did not lost the group.,100,South Africa
2017,11,Ecology,6CAARM,R,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,"learning different ways to manipulate data. i enjoyed both open refine, R took alot to get used to",timing could be improved. add a 30 minute intro on what will be covered in r and how you aim to accomplish it,No,,Agree,Agree,Agree,Agree,I found that Ian was very patient and extremely knowledgeable. I preferred Amy's presentation style. Angelique was a bit fast but she adapted her style. I enjoyed Jacques presentation. ,50,South Africa
2017,11,Ecology,0ousan,R,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Clarity  Good instructors  Well organized  Team of instructors  ,More time  Online videos to watch beforehand,No,,Agree,Strongly agree,Agree,Strongly agree,"I asked about different manners to do data vizualization, and both instructors gave very good suggestions for further exploration.",85,South Africa
2017,11,I don't know.,2eldeb,R,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Exposure to new tools  Learning is scaffolded ,Extend the time of the contact sessions so that it isn't necessary to rush through the work,No,,Agree,Strongly agree,Agree,Agree,,100,South Africa
2017,11,I don't know.,2vobra,R,,,,,,,,,,,,,,,,,,,,,
2017,11,I don't know.,8coste,R,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral,Strongly agree,,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,South Africa
2017,11,Ecology,3cakle,R,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,The exercises.,"In the pre workshop survey, having people indicate if they know anything about coding using a sliding scale of 1 to 10, with 10 being built my own programme and 1 being never considered it.",No,,Agree,Agree,Agree,Agree,Providing guidance in checking code.,79,South Africa
2017,11,I don't know.,1blbra,R,Strongly agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,,"Provide more background, context. Adapt to level of learners - especially since pre-workshop surveys are done to test level",No,,Agree,Neutral,Neutral,Neutral,One instructor seemed unprepared,80,South Africa
2017,11,Ecology,7kemer,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learning OpenRefine and Data visualization in R,Learning speed too fast- add more time(A week maybe),No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,OpenRefine session help in faceting and also during data visualization in R,100,South Africa
2017,11,Ecology,0catob,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,"Practical, applied and not so focused on content.","The R section was really intense with no time to catch up if you get lost. However, the help from others in the room was really valuable.",Yes,I had a computer that threw up error messages intermittently throughout the second day in R Studio. I fell behind and missed most of the second day's lessons. I plan to teach myself with the online material again.,Agree,Strongly agree,Strongly agree,Agree,"I fell very far behind with my computer woes, but Chrismarie was patient and got me back up to speed with no hassles.",98,South Africa
2017,11,Ecology,4cejig,R,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Good Intro to R and the basics needed to work with datasets before input into R.,Maybe an extra day.,No,,Agree,Strongly agree,Strongly agree,Agree,Help with version problems between R and non-updated packages.,100,South Africa
2017,11,Ecology,1capre,R,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,interactive,"Faster, it was a little slow",No,,Strongly agree,Strongly agree,Agree,Strongly agree,Helped if you had a problem,100,South Africa
2017,11,Ecology,2keble,R,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Disagree,Neutral,"Great presenters, good pace. Variety of skills","Perhaps split workshops that only deal with R, or openrefine.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Instructors and helpers were patient with participants and able to help find solutions to both simple and complex issues.,77,South Africa
2017,11,Reproducible Research,0adara,R,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They always make things more interactive which is always good. ,The workshop has to be conducted  in a room which is comfortable ,Yes,The room which we conduct the workshop is very small ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,None ,99,Ethiopia
2017,11,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,11,Ecology,0bdddu,R,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,Ethiopia
2017,11,Ecology,1salag,Python,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,Agree,Agree,Agree,Agree,,,United States of America
2017,11,Genomics,8pogba,R,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,"Punctual, provides a safe environment to learn, easy to follow most of the time, provides enough material for learning even after the workshop. the workshop is just amazing.",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Well, without them i would have remained the same...meaning i wouldnt have learned as much as i did. Truly helpful.",100,South Africa
2017,11,Ecology,2tewil,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,11,Reproducible Research,,,,,,,,,,,,,,,,,,,,,,,Ethiopia
2017,11,Ecology,0adgha,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,the instructors and teaching methodology ,more time,Yes,Internet connection was poor,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,Ethiopia
2017,11,Social Sciences,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent instructors and hands-on experiential learning. ,,Yes,Poor internet,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Both Anelda and Mesfin are knowledgeable about the subject and always willing to help everyone in need. ,99,Ethiopia
2017,11,Ecology,,R,,,,,,,,,,,,,,,,,,,,,Ethiopia
2017,11,Reproducible Research,4Stald,Python,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Hands-on  ,,No,,Agree,Strongly agree,Strongly agree,Agree,,93,United States of America
2017,11,Ecology,1xenin,R,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,"Several instructors  well organized  it is part of a community with a lot of support  very didactic  use several tools (etherpad, online webpages, etc.)",more time will be beneficial   more exercise  a couple of times the link for the lecture was not provided at the beginning of the lecture (we had to ask for it),No,,Agree,Strongly agree,Strongly agree,Strongly agree,They were very didactic and there were several opportunities to provide feedback. ,100,United States of America
2017,11,,2APUNW,R,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hands-on learning new tools ,"Provide information, educational material prior to workshop",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,11,Genomics,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Ecology,2PANWN,R,Strongly agree,Strongly agree,Agree,Agree,,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Number of instructors and helpers really allowed for me to get help when I needed.  Thank you to those who went the extra mile to get me caught up with the class!,I missed some of the general overview or concept reviews because I was attempting to complete the exercises.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I didn't download R studio and Matt helped me get the program installed and then caught me up with the rest of the class.,100,United States of America
2017,10,Ecology,6weply,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,hands on nature,relate to a context/question,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,assistance when encountering problems,96,United States of America
2017,10,Ecology,2sa260,R,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,"Provided good overview of data cleaning, data visualization and analysis     ","Since we got overview of SQLite and R, conducting a separate workshop for R and SQLite would be appreciated for advanced learning and practice",No,,Strongly agree,Strongly agree,Agree,Agree,They provided immediate attention when we were in need that makes learning experience more comfortable,90,United States of America
2017,10,Ecology,2FAELM,R,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Disagree,Agree,Great introduction to a number of useful data tools in a low pressure environment,Better preparation/distribution of the course material such as the lesson plans,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,75,United States of America
2017,10,Ecology,0detwe,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,"I appreciate the hands-on, helpful teaching techniques the instructors used! The green stickies/pink stickies were so helpful. The instructors were so responsive and helpful. ","I had a lot of trouble with the SQLite stuff as the instructor seemed a little less interested in using the techniques that the other instructors did (e.g. green stickies)    I think more instances of think-pair-share would be helpful. People HATE sharing in a large group environment, so giving people the opportunity to share in smaller groups would make people more prone to speaking about their problems/concerns.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The instructors were very conscious about people falling behind or having problems and would try to slow down or stop to explain. ,100,United States of America
2017,10,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,11,Ecology,4nethi,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,"Diversity of folks in the room resulted in exposure to solutions that I wouldn't otherwise have considered.  Instructors were all very knowledgeable. There was always a good chance that someone in the room had a solution to any problem.  The workshop makes you dedicate time to getting started with a programming language (half the battle is finding time) and also provides helpful resources for moving forward, this gives me more confidence.","At times some of the areas could have benefited from a little more background on why we were running a certain script, what it does and to be put in context of when it might be useful. There were a couple of times I found myself blindly typing a command, which isn't useful. More time to work with real data may also be a helpful exercise.",No,,Agree,Strongly agree,Strongly agree,Strongly agree,they made me feel at ease with the struggles that I have experienced learning a programming language so far and provided resources to get help. This made me realise my experience is normal and gave me confidence to keep learning.,93,United States of America
2017,10,,,R,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,helpers  commenting code,slow down the pace of some presenters: commenting as they write the code may help with that,No,,Agree,Strongly agree,,Agree,Helpers were super nice  Instructors were supportive,95,United States of America
2017,10,I don't know.,,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"SQLite, R",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,89,United States of America
2017,10,Ecology,2chtwe,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"methods, instructors, topics","more time, summarizing each topic",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,they were quick to help out with problems,98,United States of America
2017,10,Ecology,2moarc,R,,,,,,,,,,,The instructors and facilitators did an excellent job teaching the content and assisting all of the learners throughout the entire workshop.  The content was explained in a clear manner.  Working on with the different programs during the workshop and having challenges helped apply knowledge.,More opportunities to apply knowledge  Recap of content between sections,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,When I needed assistance I was able to get immediate assistance.,95,United States of America
2017,10,Genomics,2tzban,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Data handling and validation  Effective data analysis  presentation of the analysis results  ,More time is needed to cover all aspects of the presentation.  The pace of presentation should be slowed down,Yes,Some presentation were done at fast pace for me to follow and keep up/more content was presented within a short space of time.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,The instructors made it easy for me to grasp every concept of the topics which were covered at the workshop. Their enthusiasm was effective in the learning process.,100,South Africa
2017,10,Genomics,1gephe,R,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Excellent instructors and good instruction manual,,No,,Agree,Agree,Agree,Strongly agree,,100,South Africa
2017,10,Genomics,2blchr,R,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,The workshop was very well organized  Instructors were very knowledgeable and helpful  It was enjoyable and an eye opener  The structure of teachings and the lessons were good      ,If possible find a way in which we can analyse other types of data or my own,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Only the fact that they know what they are doing, gives me confidence to learn more and ask questions. ",100,South Africa
2017,10,Genomics,0polok,R,,Agree,Neutral,Neutral,Agree,,,,,Strongly agree,,increase training duration,No,,Agree,Agree,Strongly agree,Agree,the instructors were able to take us through the programs step by step,70,South Africa
2017,10,Reproducible Research,1capot,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,"Better understanding of metagenomic data analyses after the workshop, since it demonstrated the ease at which huge datasets can be analysed.","All of the instructors were extremely competent, but some struggled to convey the information in an effective manner.  ",No,,Strongly agree,Strongly agree,Agree,Strongly agree,"The instructors were able to explain when and why we did certain steps  and if something went wrong, they took us through the troubleshooting process.  ",100,South Africa
2017,10,I don't know.,,Python,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,No,,Neutral,Agree,Agree,Agree,,57,United States of America
2017,10,Genomics,7xixik,Python,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,,Strongly agree,Agree,Agree,,The worksop was well organized. i have no complain.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,South Africa
2017,10,Social Sciences,4crsmd,Python,Strongly agree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,the instructors were nice,"instructors should wait that all the people in the workshop follow the examples, many had any experience on programming, therefore some were feeling frustrating,       please don't serve sweet pastries in the breakfast! a boiled egg would be better!",No,"it would be better t have the workshop in a lab, with computers which already have the programs!",Agree,Strongly agree,Strongly agree,Strongly agree,instructors and assistants were very helpful and sometimes funny,100,United States of America
2017,10,,1tesan,Python,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,The facilitators are great.,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,10,Ecology,2famst,Python,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,"Strength - the instructors went through steps slowly and waited for people with errors to catch up, but they also added advanced actives for people who were already caught up. This was a great way to keep everyone engaged without leaving beginners behind and boring people with more advance skills. The red/green sticky note setup also worked well!",Setting aside some time for to apply the skills taught in this workshop to our own datasets would have helped cement these skills and determine which method(s) will be most effective for our independent research projects ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The instructors/helpers were quick to assist when I ran into issues and effectively answered questions regarding additional applications for the methods we were taught in class. ,85,United States of America
2017,10,Ecology,2seque,Python,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Well documented    Long list of ressorces,Spending less time on Excel and more on the other software R or Python    Add an additional half-day to work on our own data with the new tools learned,No,,Strongly agree,Strongly agree,Strongly agree,Agree,,95,United States of America
2017,10,Ecology,3alari,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,,Strongly agree,Excellent introduction. Great mix of demonstration and hands-on practice. Having lots of helper was a big plus as was the red/green signalling system. ,Occasionally went a little fast for me. Maybe it would help to a few more work-time periods for those who need more time to get help or practice without the instructor moving on. ,Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The whole data carpentry pedagogical approach worked well for me. I learned some tricks I will use in my own teaching. ,100,United States of America
2017,10,Ecology,3tasan,Python,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,great instructors with amazing knowledge,sometime the instructor went too fast and I could not keep up with the exercise. ,No,,Agree,Agree,Agree,Strongly agree,simplifying the answer to make me understand a question that I had.,100,United States of America
2017,10,Ecology,4tuwes,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The workshop emphasized methods for archiving the original data and reproducibility of research.  The workshop introduced data visualization tools in Python. ,More python!,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,10,Ecology,,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,ndvxnvxnv,vlkxnvjhjxbvkxbv,No,nkhcvnhd hdifughdiufgbh,Strongly agree,Strongly agree,Strongly agree,Strongly agree,nbkclnvblkcnlvlkbncvbnclnb,100,Bahamas
2017,10,Ecology,1magst,Python,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,that you stoped to define and explain concepts  multiple examples for the same exercise   the transitions between topics  friendly atmosphere ,less time in excel and more time covering python and sql   maybe more short breaks to stretch   ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
2017,10,Ecology,3kiska,Python,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"the instructors were very enthusiastic and had real world examples (genetic data, etc) to talk about, i have an excellent set of resources to investigate and teach myself new things","this class moved much slower than expected, it was advertised for all levels and i thought we'd be covering more material. it might be good to have day 1 be for beginners and day 2 bring in intermediate and advanced users. ",No,,Agree,Strongly agree,Agree,Neutral,,80,United States of America
2017,10,Ecology,2brbue,Python,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learned new tools   instructors were very informative   always had help when needed   endless supply of coffee ,"Since I am not completely new to coding, my only wish was that we did more complex coding within the workshop.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
2017,10,Ecology,3beoli,Python,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Good introductory overview,Different classes for different levels of experience,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very helpful with questions both within and outside of the scope of the class. ,65,United States of America
2017,10,Ecology,2wileh,Python,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,very comfortable learning environment conducive to trial and error and asking questions; good introduction to open refine and using python; instructors are personable  ,some of the examples could have been tighter; confusing when instructors changed their mind about how best to demonstrate something ,No,,Agree,Strongly agree,Strongly agree,Agree,helped clear up syntax errors,90,United States of America
2017,10,Reproducible Research,1Libec,Python,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,"nice, friendly environment. always helped with questions",Separate the students by skill level.,No,,Agree,Agree,Agree,Agree,,,United States of America
2017,10,Ecology,6fenor,Python,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,The organization of the material was great. It built on top of the previously learned knowledge. ,"The excel and Open Refine sections can be shortened to half a day so that there is more time for programming.    It would be helpful if the  narrated their inputs. For example, ""space df point rame (no spaces)"". It was hard to keep up when typing commands.",No,,Agree,Agree,Agree,Agree,The helpers were invaluable. They helped me catch up to the group. ,65,United States of America
2017,10,Ecology,1mejoe,Python,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,"Lowers the barrier--great introduction to tools, feeling comfortable to begin programming and data analysis","pace good in terms of following examples, but not a lot of time to try exercises on own or perhaps in pairs",Yes,,Agree,Strongly agree,Strongly agree,Strongly agree,Very clear in explaining reasoning behind functions,99,United States of America
2017,10,Ecology,0sabak,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good at explaining the basics of programming. Easy to ask questions,How to search for your own answers on google could be covered. How to structure questions in google for future reference while encountering problems would be useful,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They helped me solve the stacked graph issue. I had no idea that unstacked was a command,100,United States of America
2017,10,Ecology,2marog,Python,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,10,I don't know.,4hubla,Python,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Agree,Instructors and helpers were very helpful and mindful of people's different skill levels.     ,"Instructors could explain in more detail what the commands mean and what they are used for.     Keep the font size big enough for the people sitting in the back row, consistency.    Make sure everyone downloads all necessary software BEFORE beginning the instruction, so that no one falls behind.     Be more inclusive of the 'Windows' users.    ",Yes,working with windows on my pc,Agree,Agree,Agree,Agree,,100,United States of America
2017,10,Genomics,4iblen,R,,,,,,,,,,,,,,,,,,,,,
2017,10,Ecology,gggggh,R,,,,,,,,,,,,,,,,,,,,,Ethiopia
2017,10,Genomics,1lemas,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,The programs presented are very useful.  Instructors were very efficient,increase course time. 4 days not enough,No,,Agree,Strongly agree,Agree,Agree,usually i am a slow learner. An instructor would understand that and explain things slowly to until i catch up with other learners. ,100,South Africa
2017,10,Genomics,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Genomics,,,,,,,,,,,,,,,,,,,,,,,
2017,10,I don't know.,0lejer,Python,Agree,Disagree,Agree,Neutral,Strongly disagree,Agree,Disagree,Neutral,Strongly disagree,Neutral,"Gave a good overview of a number of tools which might be useful for various purposes, and gave some idea of what could be done using them.",The Python session was quite confusing. We needed more explanation of the basic concepts and building blocks of the language before being expected to follow what was going on.,No,,Agree,Agree,Agree,Agree,"On the second morning, I was feeling very baffled about the instructor's use of brackets: I couldn't work out when they needed to be used, what for, and why (and no explanation of this had been provided). I put my pink sticky note on my laptop, and one of the helpers appeared almost immediately. I asked my question, and got a clear and concise explanation which made it much easier to follow what was going on.",60,United Kingdom
2017,10,Genomics,4kiklo,R,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,"Having attended prior workshops, this one in my opinion was the only ""complete"" workshop of them all. From working with raw spreadsheets/data through to generating publishable/accurate graphs and figures. It creates a suburb platform for entry level learners, also facilitating further self/group learning. Very well done to the organizers. ",I think the overall execution of the workshop was good. ,No,,Agree,Strongly agree,Agree,Agree,"I had issues obtaining permissions for one of the tools, and the instructor was able to help me not just resolve that specific issue, but explained permission concepts in Linux and demonstrated how to resolve these issues. ",100,South Africa
2017,11,Social Sciences,1potha,R,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,instructors  organisation,by extending the days of workshop to 5 days ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,94,South Africa
2017,10,Genomics,,,,,,,,,,,,,,,,,,,,,,,
2017,11,Genomics,1cabur,R,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Workshop mostly taught by people with expert knowledge ,Include time to work with own data,No,,,,,,,,
2017,10,Ecology,1chrid,R,,,,,,,,,,,,,,,,,,,,,
2017,10,,2yonia,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,knowledgeable instructors who are proficient at teaching,"linger over clickable items before proceding to make sure participants are watching, i.e., slow down a little",Yes,room was not the best especially with pillars that blocked the view.    sometimes had a hard time hearing in the back.,Agree,Strongly agree,Strongly agree,Strongly agree,eager to help one-on-one with questions,100,United States of America
2017,10,Ecology,ssssss,R,,,,,,,,,,,,,,,,,,,,,
2017,10,I don't know.,1igwyn,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,Disagree,hands on work is good,could use a little more time on R to get more confident in ability to use correct syntax.,Yes,Firefox would not run the SQLite program correctly - I could not import one of the data tables after trying all the suggested troubleshooting techniques multiple times.,Agree,Agree,Agree,Agree,,50,United States of America
2017,10,I don't know.,2plblu,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Instructor knowledge level was great.,"Because turnout was fairly low, probably not a possibility, but different levels of instruction would be good (those who already know R, for example).",No,,Strongly agree,Agree,Strongly agree,Strongly agree,Good responsiveness to questions,95,United States of America
2017,10,Ecology,2sh500,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Enthusiasm of the instructors. Clear curriculum to follow.,"I was expecting the data management, R, and SQL to be connected in the workshop. Instead OpenRefine and SQLite just seemed to replicate what we did in R, and not as well. I would have liked to have just done everything using R.",No,,Agree,Agree,Agree,Agree,The sticky note system worked well. Having helpers meant class was not delayed while help was being given.,82,United States of America
2017,10,Ecology,2caurs,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,,No,,Agree,Agree,Agree,Agree,,100,United States of America
2017,10,Ecology,1sasta,R,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,"Knowledgeable instructors, good resources such as datasets and references","Some of the instructions are difficult to interpret, i.e. it's not always clear what we're trying to accomplish",No,,Neutral,Agree,Neutral,Agree,Tobin was really great about questions I had in the middle of what she was walking through,75,United States of America
2017,10,Ecology,2alrem,R,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Outstanding intro for working in R and SQL,not sure- I thought it was great,No,,Agree,Strongly agree,Agree,Agree,,95,United States of America
2017,10,Ecology,2hoagg,Python,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Agree,Strongly agree,,,No,,Agree,Agree,Strongly agree,Strongly agree,,90,United States of America
2017,10,Reproducible Research,,,,,,,,,,,,,,,,,,,,,,,
