Start Date,End Date,ID,Domain,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,OS,Programming-Usage,Data-Satisfaction,Why-Attending,Column23,Column24,Column25,Column26,Exposure-Workshop,Column27,Column28,Column29,Column30,Column31,Column32,Language-Covered,Spreadsheet-Rules-R,Column33,Column34,Column35,Column36,Data-Structure-R,Read-Data-R,Read-Data-Reasoning-R,Check-Data-R,Column37,Column38,Column39,Plotting-R,Plotting-Reasoning-R,Column40,Column41,Column42,Spreadsheet-Rules-Python,Column43,Column44,Column45,Column46,Data-Structure-Python,Read-Data-Python,Read-Data-Reasoning-Python,Check-Data-Python,Column47,Column48,Column49,Plotting-Python,Plotting-Reasoning-Python,Column50,Column51,Column52,Raw-Data,Write-Program,Search-Answers,Overcome-Problem,Programming-Confidence,Programming-Reproducible,Hope-To-Learn
09/29/2017 08:18:01 PM,09/29/2017 08:33:54 PM,1puwya,Agricultural or Environmental Sciences,,,,,,,,,,,,Social Sciences,,,,,,,Government Employee,,,,Apple/Mac OS,Less than once a year,Satisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Basic R skills
09/29/2017 06:15:13 PM,09/29/2017 06:21:44 PM,0soval,,Bioinformatics/Genomics,,,Computer Science,,,,,,,,,,,,,,,,,Other Staff,,Apple/Mac OS,Several times a year,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,,Read about it in a newsletter or university web site,,,,,iDigBio website,R,,,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,How to clean up dirty data
09/29/2017 05:54:04 PM,09/29/2017 06:04:06 PM,2brwaz,,,,,,,,,,Life Sciences,,,,,,,,,,Government Employee,,,,Windows,Weekly,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,,"D: ggplot(df, aes(x, y)) + geom_point()","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,
09/29/2017 03:56:26 PM,09/29/2017 03:56:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2017 03:20:00 PM,09/29/2017 03:25:43 PM,1pecha,,,Biomedical/Health Sciences,,,,Engineering,,,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,Use the head() function to see the last few lines of the data.,,,None of the above will work.,"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Learn R. Getting worried by these questions. Thought the purpose of this class was to teach me R. 
09/29/2017 03:01:30 PM,09/29/2017 03:08:15 PM,2alrem,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,Windows,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,I hope to get a better applied understanding of how to use R for analysis of large data sets
09/29/2017 02:45:55 PM,09/29/2017 02:56:26 PM,1yonia,,,Biomedical/Health Sciences,,,,,,Library Sciences,,,,,,,,,Faculty,,,,,Librarian,Apple/Mac OS,Several times a year,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,greater proficiency with R and programming in general
09/29/2017 02:17:54 PM,09/29/2017 02:30:38 PM,3pe650,,,,,,,Engineering,,,,,,,Water Resources,,Graduate Student,,,,,,,,Windows,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2017 11:07:23 AM,09/29/2017 11:16:12 AM,2stmai,,,,,,,,,,,,,,Geography,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"A: contacts = pd.read_csv(""data.txt"")","will NOT work, the data isn’t a csv file",Use the type() function to see information about the data.,,,,"C: ggplot(df, aes(x,y))","will work, because it contains all of the necessary information.",,,,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,
09/29/2017 02:44:37 AM,09/29/2017 03:02:44 AM,0mocro,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,Other Staff,,Windows,Daily,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,,While registering for TDWG 2017 annual meeting,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,"I hope to be able to learn to use these tools to be able to analyse, visualise and clean my data."
09/28/2017 09:17:06 PM,09/28/2017 09:23:35 PM,0otriv,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,,B,Options A and C will both work.,"will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,"I hope to refine my knowledge of data management to incorporate into my graduate studies, and provide accurate data synthesis and tracking."
09/28/2017 08:53:54 PM,09/28/2017 09:03:59 PM,1grcha,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,Ecology,,Graduate Student,,,,,,,,Apple/Mac OS,Not sure,Not applicable,,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Disagree,Neutral,Disagree,Disagree,Agree,
09/28/2017 05:50:31 PM,09/28/2017 05:58:55 PM,2kehmt,,,,,,,,,,Life Sciences,,,,,,,,,,,Research Staff,,,Windows,Less than once a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,Other web site,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,Options A and C will both work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,To be able to use R
09/28/2017 05:50:30 PM,09/28/2017 05:59:07 PM,1rilar,Agricultural or Environmental Sciences,,,,,,,,Library Sciences,Life Sciences,,,,Botany,Undergraduate Student,,,,,,,,,Apple/Mac OS,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,Other web site,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Skills needed to use SQL and R in my work. Good practices when dealing with data.
09/28/2017 04:07:03 PM,09/28/2017 04:21:58 PM,3chdam,,,,,,,Engineering,,,,,,,,,,,,Industry Employee,,,,,Windows,Weekly,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2017 04:00:09 PM,09/28/2017 04:12:25 PM,3tasch,,,,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Weekly,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I'd to be more efficient in my programming/scripting 
09/28/2017 03:50:37 PM,09/28/2017 03:59:32 PM,2tocon,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,Ecology,,Graduate Student,,,,,,,,Windows,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hoping to learn data cleaning with OpenRefine and to increase my familiarity with SQL
09/28/2017 02:33:29 PM,09/28/2017 02:47:10 PM,3kecel,,,,,,,,,,Life Sciences,,,,Oceanography,,,,,,,,,Volunteer,Windows,Weekly,Very satisfied,,,,,to assist with developing other training opportunities,,,,Other web site,,,conference web page,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Neutral,Agree,I have used canned R and Rstudio scripts but need to learn more.  i use ACCESS to join worksheets and would like to offer users the ability to use R so need to develop a few examples
09/28/2017 02:25:36 PM,09/28/2017 02:36:46 PM,7edflo,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Less than once a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Neutral,Agree,A better understanding for the power of good database management in my work.
09/28/2017 02:21:04 PM,09/28/2017 02:49:41 PM,1geoud,,,,,,,,,,,,,,Ecology,,,,,,,Research Staff,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,Other web site,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,
09/28/2017 02:11:54 PM,09/28/2017 02:12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2017 09:54:38 AM,09/28/2017 09:54:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2017 09:09:01 AM,09/28/2017 09:44:44 AM,4micre,,,,,,,Engineering,,,,,,,Maintenance & Reliability,,,,,Industry Employee,,,,,Windows,Less than once a year,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",None of the tables above improve the structure of the data.,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,Use the head() function to see the last few lines of the data.,,,None of the above will work.,"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Hope to learn new tools to use in my data schemes
09/28/2017 01:22:46 AM,09/28/2017 01:27:16 AM,1sd303,,,,Business,,,,,,,,,,,,,,,Industry Employee,,,,,Windows,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,How to best use data for analyzation. 
09/27/2017 11:45:36 PM,09/28/2017 09:10:44 AM,2ossan,,,,,,,Engineering,,,,,,,,,,,,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Neutral,Disagree,Neutral,Learn the basics of programming with R to make my data analysis easier
09/27/2017 11:09:36 PM,09/27/2017 11:25:26 PM,3laken,,,,,,,Engineering,,,,,,,,,,,,Industry Employee,,,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,,,,,,,,Other web site,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Something to help with my current work
09/27/2017 12:13:49 PM,09/27/2017 12:14:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2017 12:12:38 PM,09/27/2017 12:22:57 PM,1Kains,,Bioinformatics/Genomics,,,,,,,,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Monthly,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,
09/27/2017 12:12:50 PM,09/27/2017 12:19:23 PM,0QUALI,,,,,,,,,,,,Physical Sciences,,,,Graduate Student,,,,,,,,Apple/Mac OS,Monthly,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,be more comfortable with R.  spatial plotting in R (some contouring)
09/27/2017 12:12:23 PM,09/27/2017 12:18:27 PM,0sebel,,,,,Computer Science,Earth Sciences,,,,,Mathematics or Statistics,,,,,,,,,Government Employee,Research Staff,,,Apple/Mac OS,Less than once a year,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"quirks of geospatial data, and higher-order mathematical concepts, small intro to R (but I'd prefer to be doing things in python)"
09/25/2017 09:25:46 AM,09/25/2017 09:50:06 AM,0lejer,,,,,,,,Humanities,,,,,,Research Support,,,,,,,,Other Staff,,Windows,Several times a year,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,Agree,Disagree,Neutral,Neutral,Strongly disagree,Agree,"I work in research support, so I am hoping to learn about some technologies that might be of use in helping researchers get the most out of their data. I'd like to have a better idea of what the possibilities are and what to recommend for a particular project, and perhaps to be able to help them get started, or even take on a particular work-package for them."
09/25/2017 08:14:58 AM,09/25/2017 08:26:42 AM,1chlak,,,,,Computer Science,,Engineering,,,,,,,,,,,,,Government Employee,,,,Windows,Weekly,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,NSBE conference call,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Data management 
09/25/2017 07:38:18 AM,09/28/2017 07:09:59 PM,4lasan,,,,,,,Engineering,,,,,,,,,,,,Industry Employee,,,,,Apple/Mac OS,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,,"Place comments alongside data values within a single cell, so they don’t get separated.",C,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,Use the dim() function to see the number of rows and columns in the dataset.,B: ggplot(df),"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,I hope to become better at using programs like R to perform data analysis
09/23/2017 05:35:19 AM,09/23/2017 05:45:07 AM,0goast,,,,,,,,Humanities,,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,Options A and C will both work.,"will work, the data is a csv file with headers",,,,,,,,,,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Basic introductions to Python and OpenRefine in a data analysis context to help me get started and give me the confidence to continue learning more on my own.
09/23/2017 05:17:30 AM,09/23/2017 05:22:57 AM,2rerog,,,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"Options A, B and D will all work.","will NOT work, the data doesn’t have headers",,,,,,,,,,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,A basic understanding of how to use Python and SQL so that a) I can use these tools in conjunction with looking for solutions to issues in the future and b) I have the confidence to use data that requires such analysis
09/22/2017 12:37:59 PM,09/22/2017 12:54:41 PM,2brcat,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,start learning a bit about how to apply a language to data analysis and get going crunching some data.
09/22/2017 08:10:45 AM,09/22/2017 08:27:23 AM,3duwar,,,,,,,,,,,,,Social Sciences,Anthropology,,Graduate Student,,,,,,,,GNU/Linux,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,"B: contacts = pd.read_csv(""data.txt"", header = 1, delimiter = "","")","will NOT work, you need to specify options for all parameters to a function",Use the type() function to see information about the data.,,,,"D: ggplot(df, aes(x,y)) + geom_point()",,"will NOT work, because you need to specify the type of plot that you want.",,,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,
09/20/2017 03:07:50 PM,09/20/2017 03:07:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2017 02:32:48 PM,09/20/2017 02:33:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2017 08:50:33 AM,09/20/2017 08:56:46 AM,2kulon,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,,,,,Research Staff,,,Apple/Mac OS,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Neutral,Strongly disagree,Neutral,
09/19/2017 05:51:38 PM,09/27/2017 12:12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/19/2017 06:32:24 AM,09/19/2017 06:41:18 AM,1behug,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,Not sure,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts = pd.read_csv(""data.txt"", header = 1, delimiter = "","")","will NOT work, the data doesn’t have headers",Use the type() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the contacts.shapes function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x,y))","will work, because it contains all of the necessary information.",,,,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Practical ways to do my data analyses better.
